iter	Passed	Remaining
428	1955	2602
429	1957	2595
430	1959	2587
431	1961	2579
432	1964	2572
433	1980	2582
434	1986	2580
435	1989	2573
436	1992	2566
437	1993	2558
438	1996	2551
439	2001	2547
440	2012	2551
441	2028	2561
442	2031	2553
443	2032	2545
444	2042	2547
445	2045	2540
446	2048	2533
447	2061	2539
448	2063	2532
449	2065	2524
450	2070	2520
451	2073	2513
452	2075	2505
453	2076	2497
454	2078	2490
455	2081	2483
456	2083	2476
457	2086	2469
458	2088	2462
459	2091	2454
460	2092	2446
461	2097	2442
462	2099	2435
463	2102	2428
464	2104	2421
465	2106	2413
466	2118	2418
467	2121	2412
468	2130	2412
469	2133	2405
470	2146	2411
471	2149	2404
472	2151	2396
473	2152	2389
474	2158	2386
475	2163	2381
476	2165	2374
477	2168	2367
478	2198	2391
479	2207	2391
480	2210	2384
481	2213	2379
482	2218	2374
483	2220	2367
484	2222	2359
485	2224	2352
486	2230	2349
487	2233	2343
488	2235	2336
489	2237	2329
490	2239	2321
491	2269	2343
492	2272	2336
493	2279	2334
494	2281	2327
495	2283	2320
496	2285	2313
497	2288	2307
498	2293	2302
499	2295	2295
500	2297	2288
501	2300	2282
502	2303	2275
503	2305	2268
504	2308	2262
505	2325	2270
506	2328	2264
507	2331	2257
508	2333	2251
509	2337	2245
510	2339	2239
511	2349	2238
512	2351	2232
513	2354	2226
514	2363	2225
515	2366	2219
516	2368	2212
517	2370	2205
518	2395	2220
519	2399	2214
520	2400	2207
521	2403	2200
522	2409	2197
523	2411	2190
524	2414	2184
525	2416	2177
526	2418	2170
527	2426	2168
528	2428	2162
529	2430	2155
530	2431	2148
531	2441	2148
532	2466	2161
533	2469	2154
534	2475	2151
535	2477	2144
536	2482	2140
537	2485	2134
538	2487	2127
539	2489	2120
540	2490	2113
541	2493	2106
542	2502	2106
543	2504	2099
544	2507	2093
545	2509	2086
546	2511	2080
547	2513	2073
548	2516	2066
549	2523	2064
550	2526	2058
551	2528	2051
552	2531	2046
553	2534	2040
554	2536	2033
555	2538	2027
556	2540	2020
557	2542	2013
558	2545	2008
559	2549	2003
560	2551	1996
561	2553	1990
562	2562	1988
563	2564	1982
564	2567	1976
565	2569	1970
566	2571	1963
567	2574	1957
568	2577	1952
569	2579	1945
570	2581	1939
571	2584	1933
572	2598	1936
573	2600	1930
574	2603	1924
575	2605	1918
576	2607	1911
577	2610	1905
578	2613	1900
579	2615	1893
580	2618	1888
581	2620	1882
582	2623	1876
583	2626	1870
584	2630	1865
585	2638	1864
586	2640	1858
587	2644	1852
588	2652	1850
589	2654	1844
590	2656	1838
591	2658	1832
592	2660	1826
593	2663	1820
594	2665	1814
595	2667	1808
596	2670	1802
597	2672	1796
598	2674	1790
599	2677	1784
600	2679	1778
601	2683	1773
602	2685	1767
603	2687	1761
604	2689	1755
605	2696	1752
606	2698	1746
607	2699	1740
608	2701	1734
609	2702	1728
610	2704	1721
611	2714	1721
612	2717	1715
613	2719	1709
614	2731	1710
615	2734	1704
616	2737	1699
617	2739	1693
618	2741	1687
619	2743	1681
620	2746	1675
621	2747	1669
622	2750	1664
623	2752	1658
624	2754	1652
625	2756	1646
626	2758	1641
627	2761	1635
628	2763	1629
629	2764	1623
630	2777	1624
631	2782	1620
632	2785	1615
633	2788	1609
634	2790	1603
635	2791	1597
636	2794	1592
637	2797	1587
638	2800	1581
639	2803	1576
640	2805	1571
641	2807	1565
642	2811	1560
643	2816	1556
644	2818	1551
645	2819	1545
646	2821	1539
647	2829	1536
648	2831	1531
649	2833	1525
650	2835	1520
651	2838	1514
652	2846	1512
653	2850	1508
654	2852	1502
655	2863	1501
656	2866	1496
657	2868	1490
658	2871	1485
659	2874	1480
660	2875	1474
661	2877	1469
662	2879	1463
663	2881	1458
664	2883	1452
665	2887	1448
666	2891	1443
667	2893	1438
668	2895	1432
669	2896	1426
670	2899	1421
671	2910	1420
672	2912	1415
673	2918	1411
674	2920	1406
675	2922	1400
676	2924	1395
677	2925	1389
678	2928	1384
679	2931	1379
680	2932	1373
681	2934	1368
682	2936	1363
683	2940	1358
684	2942	1353
685	2945	1348
686	2948	1343
687	2951	1338
688	2953	1333
689	2956	1328
690	2958	1322
691	2970	1322
692	2973	1317
693	2981	1314
694	2985	1310
695	2987	1304
696	2988	1299
697	3010	1302
698	3016	1298
699	3018	1293
700	3023	1289
701	3025	1284
702	3028	1279
703	3031	1274
704	3033	1269
705	3034	1263
706	3038	1259
707	3040	1254
708	3044	1249
709	3046	1244
710	3048	1239
711	3057	1236
712	3060	1231
713	3063	1226
714	3070	1223
715	3072	1218
716	3074	1213
717	3078	1209
718	3080	1203
719	3087	1200
720	3089	1195
721	3091	1190
722	3093	1185
723	3100	1181
724	3103	1177
725	3105	1172
726	3107	1166
727	3120	1165
728	3123	1161
729	3134	1159
730	3137	1154
731	3139	1149
732	3143	1145
733	3145	1140
734	3147	1134
735	3149	1129
736	3151	1124
737	3153	1119
738	3160	1116
739	3163	1111
740	3165	1106
741	3167	1101
742	3170	1096
743	3174	1092
744	3176	1087
745	3178	1082
746	3180	1077
747	3182	1072
748	3195	1070
749	3197	1065
750	3199	1060
751	3207	1057
752	3209	1052
753	3211	1047
754	3212	1042
755	3215	1037
756	3221	1034
757	3223	1029
758	3224	1023
759	3226	1018
760	3228	1013
761	3235	1010
762	3237	1005
763	3239	1000
764	3241	995
765	3256	994
766	3258	989
767	3266	986
768	3272	983
769	3274	978
770	3279	973
771	3281	969
772	3283	964
773	3285	959
774	3287	954
775	3289	949
776	3295	945
777	3298	941
778	3300	936
779	3303	931
780	3305	927
781	3307	922
782	3309	917
783	3311	912
784	3312	907
785	3322	904
786	3324	899
787	3333	896
788	3336	892
789	3338	887
790	3340	882
791	3345	878
792	3347	873
793	3349	868
794	3351	864
795	3353	859
796	3355	854
797	3361	850
798	3363	846
799	3365	841
800	3370	837
801	3375	833
802	3377	828
803	3380	824
804	3384	819
805	3392	816
806	3394	811
807	3396	807
808	3398	802
809	3400	797
810	3415	796
811	3419	791
812	3422	787
813	3424	782
814	3426	777
815	3429	773
816	3436	769
817	3438	765
818	3441	760
819	3443	755
820	3444	751
821	3452	747
822	3454	743
823	3456	738
824	3459	733
825	3463	729
826	3467	725
827	3469	720
828	3471	716
829	3473	711
830	3480	707
831	3483	703
832	3485	698
833	3487	694
834	3489	689
835	3492	685
836	3495	680
837	3497	676
838	3499	671
839	3500	666
840	3502	662
841	3504	657
842	3508	653
843	3511	649
844	3513	644
845	3524	641
846	3526	637
847	3528	632
848	3530	627
849	3546	625
850	3552	622
851	3554	617
852	3557	613
853	3559	608
854	3561	603
855	3564	599
856	3566	595
857	3568	590
858	3569	585
859	3571	581
860	3573	576
861	3584	573
862	3587	569
863	3590	565
864	3598	561
865	3599	557
866	3601	552
867	3604	548
868	3606	543
869	3611	539
870	3613	535
871	3615	530
872	3617	526
873	3618	521
874	3620	517
875	3623	512
876	3626	508
877	3628	504
878	3630	499
879	3632	495
880	3634	490
881	3636	486
882	3643	482
883	3645	478
884	3647	473
885	3648	469
886	3650	465
887	3658	461
888	3660	457
889	3662	452
890	3664	448
891	3666	443
892	3675	440
893	3676	435
894	3679	431
895	3680	427
896	3685	423
897	3687	418
898	3689	414
899	3690	410
900	3692	405
901	3694	401
902	3700	397
903	3703	393
904	3705	388
905	3707	384
906	3709	380
907	3718	376
908	3720	372
909	3723	368
910	3725	363
911	3732	360
912	3734	355
913	3736	351
914	3738	347
915	3740	342
916	3745	339
917	3747	334
918	3749	330
919	3751	326
920	3752	321
921	3753	317
922	3755	313
923	3758	309
924	3760	304
925	3763	300
926	3764	296
927	3766	292
928	3768	288
929	3770	283
930	3775	279
931	3777	275
932	3780	271
933	3782	267
934	3793	263
935	3795	259
936	3797	255
937	3812	251
938	3814	247
939	3816	243
940	3820	239
941	3822	235
942	3824	231
943	3827	227
944	3829	222
945	3845	219
946	3858	215
947	3860	211
948	3862	207
949	3869	203
950	3871	199
951	3873	195
952	3875	191
953	3876	186
954	3882	182
955	3884	178
956	3886	174
957	3888	170
958	3890	166
959	3891	162
960	3894	158
961	3896	153
962	3899	149
963	3902	145
964	3905	141
965	3914	137
966	3916	133
967	3918	129
968	3920	125
969	3922	121
970	3931	117
971	3933	113
972	3935	109
973	3937	105
974	3946	101
975	3948	97
976	3950	92
977	3952	88
978	3956	84
979	3958	80
980	3961	76
981	3963	72
982	3965	68
983	3967	64
984	3969	60
985	3972	56
986	3973	52
987	3975	48
988	3977	44
989	3978	40
990	3980	36
991	3982	32
992	3992	28
993	3994	24
994	3996	20
995	4003	16
996	4005	12
997	4007	8
998	4010	4
999	4012	0
